Unique_member_identifier,AccountOpenKey,AccountCloseKey,isAutoEnrolled,Birthdate,loadtime,EnrollmentSourceKey,isBNS,isVCL,isPrePaid
473E0003-9E12-4606-A9C6-C6AFF51739BB,20160115,21000101,TRUE,1999-11-09 00:00:00,2016-01-16 01:05:30,13,TRUE,FALSE,FALSE
78DA1777-FFFD-46D0-8391-0AB88C838B4F,20160115,21000101,FALSE,1970-08-08 00:00:00,2016-01-15 09:55:00,26,FALSE,FALSE,FALSE
F9E57999-C9E0-430F-9C7B-1F42BCDB6E3B,20151204,21000101,FALSE,1971-09-26 00:00:00,2016-05-06 15:51:54,26,FALSE,FALSE,FALSE
8227DC67-452F-4981-A1D5-F01E8905F7CB,20151205,21000101,FALSE,2001-10-02 00:00:00,2017-09-10 03:12:56,4,TRUE,FALSE,FALSE
EDE87D15-348B-4DEC-BC97-6CF5AD7D1472,20151205,21000101,FALSE,1973-03-07 00:00:00,2015-12-05 17:55:00,4,FALSE,FALSE,FALSE
84D0F7AA-99F3-48C3-9CC5-E76534FAC5A2,20151205,21000101,FALSE,1978-01-19 00:00:00,2015-12-05 19:55:01,19,FALSE,FALSE,FALSE
929795FA-5592-40E2-89FA-7FBDD37EF054,20151206,21000101,FALSE,1990-06-06 00:00:00,2015-12-06 20:55:00,4,FALSE,FALSE,FALSE
26A780E1-C1BD-4B52-81E1-E641513EFADF,20151208,21000101,FALSE,1910-12-19 00:00:00,2015-12-08 00:55:00,4,FALSE,FALSE,FALSE
4F1001C7-3C6D-4637-B868-89D150A151E6,20151208,21000101,TRUE,1982-06-12 00:00:00,2017-06-08 01:43:24,13,FALSE,TRUE,FALSE
2387E882-1349-4C26-998F-FEE38C5C98AF,20151208,21000101,FALSE,1991-08-08 00:00:00,2015-12-08 09:55:00,4,FALSE,FALSE,FALSE
A91E2B09-6333-40C5-B9FA-CB9AF344AB10,20151209,21000101,FALSE,1975-12-30 00:00:00,2015-12-09 11:55:01,19,FALSE,FALSE,FALSE
B1A8A02F-67B0-474F-8272-338B9B101A68,20151222,21000101,FALSE,1966-06-09 00:00:00,2015-12-22 23:55:00,26,FALSE,FALSE,FALSE
6F40AF4C-FCD4-49EC-BB1D-1DD69EB217E7,20151223,21000101,TRUE,1990-11-05 00:00:00,2015-12-24 01:05:19,13,TRUE,FALSE,FALSE
FD0E315E-2A5B-48B0-873D-C411D688BB12,20151223,21000101,TRUE,1993-09-05 00:00:00,2016-01-13 01:05:53,13,TRUE,TRUE,FALSE
CC907F2A-5614-4770-8334-1658406D192B,20151223,21000101,FALSE,1994-11-27 00:00:00,2016-03-30 15:03:26,4,TRUE,TRUE,FALSE
692E8900-141A-4A3D-8F2C-AE720F7ED9D4,20151224,21000101,TRUE,1958-11-25 00:00:00,2015-12-25 01:05:29,13,TRUE,FALSE,FALSE
1E789240-DAA8-4E14-936C-8EC31D36075F,20151224,21000101,FALSE,1955-10-24 00:00:00,2015-12-24 10:55:00,4,FALSE,FALSE,FALSE
6FCEBA64-8293-4A36-BD99-86C85F3F98E6,20151224,21000101,FALSE,1976-03-13 00:00:00,2016-06-15 01:14:14,4,FALSE,FALSE,FALSE
7E57E802-2A1A-4595-9682-D18FE875D905,20151225,21000101,TRUE,1963-06-04 00:00:00,2016-03-30 15:03:26,13,TRUE,TRUE,FALSE
CFF5F5A6-102C-4B66-A5E9-00098F3D7648,20151225,21000101,FALSE,1995-09-24 00:00:00,2016-06-15 01:14:14,4,FALSE,FALSE,FALSE
23C65940-9EA7-4FA3-B233-DFF0A828C9AC,20151225,21000101,FALSE,1967-06-10 00:00:00,2015-12-25 14:55:00,4,FALSE,FALSE,FALSE
8F9938A3-B2F6-41C2-BE88-B8D708B78BCE,20151225,21000101,FALSE,1972-11-18 00:00:00,2015-12-25 15:55:00,26,FALSE,FALSE,FALSE
6BD01040-A078-4F58-A2B0-B9DD564CE6FC,20151225,21000101,FALSE,1991-06-18 00:00:00,2015-12-25 16:55:00,4,FALSE,FALSE,FALSE
191FBA56-1948-4B20-BF34-84A562565A7F,20151225,21000101,FALSE,1979-12-01 00:00:00,2015-12-25 23:55:00,26,FALSE,FALSE,FALSE
EE27FA33-4B50-4CD9-B20E-F7902217F513,20151226,21000101,FALSE,1971-12-11 00:00:00,2015-12-27 01:05:09,19,FALSE,FALSE,FALSE
013EA220-1AAE-41A0-807E-04074B6E8950,20151226,21000101,FALSE,1995-09-03 00:00:00,2015-12-26 08:55:00,4,FALSE,FALSE,FALSE
9F9DF67E-1DCF-4A0A-A4C8-AE0C5AC55C1A,20151226,21000101,FALSE,1987-02-21 00:00:00,2015-12-26 13:55:00,4,FALSE,FALSE,FALSE
6C1615E2-FAE7-4114-8599-7D4A4ED50A77,20151226,21000101,FALSE,2001-10-16 00:00:00,2015-12-26 15:55:00,2,FALSE,FALSE,FALSE
9C2192C2-6D59-4845-8152-6AB54F8099D8,20151226,21000101,FALSE,2001-10-28 00:00:00,2015-12-26 18:55:00,26,FALSE,FALSE,FALSE
04F9D98B-807B-440B-8BAF-6E156F9EB1CF,20151129,21000101,FALSE,1965-02-11 00:00:00,2015-11-29 12:55:00,19,FALSE,FALSE,FALSE
5CB0740F-FF9A-48B5-9098-382666FC98A4,20151129,21000101,FALSE,1959-01-28 00:00:00,2015-11-29 13:55:00,4,FALSE,FALSE,FALSE
FA3396F7-C285-493C-9A3D-7502F4AEDB42,20151129,21000101,FALSE,1991-08-13 00:00:00,2015-11-29 16:55:00,19,FALSE,FALSE,FALSE
03AFA2B4-98F9-4C58-8FDB-5F50C3C07B75,20151201,21000101,FALSE,1990-09-26 00:00:00,2015-12-01 00:55:00,2,FALSE,FALSE,FALSE
841BBD55-1AF6-4454-85D2-8CC40B990BF8,20151201,21000101,TRUE,1993-06-02 00:00:00,2015-12-02 01:06:00,13,TRUE,FALSE,FALSE
0C149969-5F1C-44B6-A418-749F9E9497AB,20151201,21000101,TRUE,1996-12-27 00:00:00,2016-03-30 15:03:26,13,TRUE,TRUE,FALSE
F1A5D87C-E84C-42AB-B02D-9F6831DFFD51,20151201,21000101,FALSE,1987-09-28 00:00:00,2015-12-01 15:55:00,26,FALSE,FALSE,FALSE
1208EA6F-21BD-4050-80B3-2DF1EE30CACB,20151201,21000101,FALSE,1994-05-28 00:00:00,2015-12-01 15:55:00,4,FALSE,FALSE,FALSE
0E5C776D-EB71-413E-8F81-79229A5BD7AE,20151203,21000101,TRUE,1973-03-20 00:00:00,2015-12-04 01:07:43,13,TRUE,FALSE,FALSE
CF8EE954-92A8-4FF2-9791-5150562ED89C,20160210,21000101,FALSE,1982-03-22 00:00:00,2016-02-10 14:55:00,4,FALSE,FALSE,FALSE
93A5244B-EA83-4E6B-80C1-94E1B58B86A5,20160211,21000101,FALSE,1982-08-30 00:00:00,2016-02-11 16:55:00,4,FALSE,FALSE,FALSE
8CD490A8-A86A-467F-BCD2-0DB7521A7848,20160212,21000101,FALSE,1997-06-09 00:00:00,2016-02-12 13:55:01,2,FALSE,FALSE,FALSE
3378A75D-89B8-4D7B-821E-00DF6CA04DE3,20160212,21000101,FALSE,1998-04-17 00:00:00,2016-02-12 20:55:01,19,FALSE,FALSE,FALSE
3DD2B3D6-7DF3-44DE-B1D4-79FF0030E34A,20160212,21000101,FALSE,1997-10-16 00:00:00,2017-01-11 01:10:38,19,TRUE,TRUE,FALSE
87D30DC7-764F-477D-BCE0-8E39E4F0D392,20160213,21000101,TRUE,1983-10-20 00:00:00,2016-03-30 15:03:26,13,TRUE,TRUE,FALSE
FE61DCC5-B369-450C-9F9B-EBBAD824C7C2,20160213,21000101,FALSE,1979-11-22 00:00:00,2016-02-13 16:55:00,19,FALSE,FALSE,FALSE
312C6D42-BECA-4521-97FC-D9716FABCBFB,20160213,21000101,FALSE,1997-09-24 00:00:00,2016-02-13 18:55:00,4,FALSE,FALSE,FALSE
129862C7-B4C5-4D2E-A65C-4BC45277148F,20160213,21000101,FALSE,1997-12-21 00:00:00,2016-02-13 20:55:00,26,FALSE,FALSE,FALSE
6D894309-B6BC-4453-A8CF-56BEE829B47F,20160213,21000101,FALSE,1996-03-18 00:00:00,2016-02-13 22:55:00,19,FALSE,FALSE,FALSE
ABE31C82-0B0B-4E77-B862-AA0F895A019D,20160214,21000101,TRUE,1971-08-14 00:00:00,2016-02-15 01:06:13,13,TRUE,FALSE,FALSE
FE7838DA-01F5-48C3-9A26-5FFD00A7E99E,20151215,21000101,FALSE,1998-09-21 00:00:00,2017-03-25 01:18:25,4,TRUE,FALSE,FALSE
E9FC5C0F-F290-4DA7-8C06-8B02CE22601E,20151215,21000101,FALSE,1966-02-22 00:00:00,2015-12-15 23:55:00,4,FALSE,FALSE,FALSE
82DCA1C3-D300-44E0-8756-BE4DE9A99546,20151216,21000101,FALSE,1989-01-19 00:00:00,2015-12-16 09:55:01,4,FALSE,FALSE,FALSE
731E8A54-6205-4D32-BC9B-48C4C57F7745,20151217,21000101,FALSE,1965-01-22 00:00:00,2015-12-17 14:55:00,26,FALSE,FALSE,FALSE
10035279-7020-4A9B-9D2D-CCB5809B92C0,20151218,21000101,TRUE,1968-01-01 00:00:00,2016-09-17 05:37:27,13,TRUE,TRUE,FALSE
F0D95469-7D57-4432-AA20-46151DCF1C1D,20151218,21000101,FALSE,1981-12-15 00:00:00,2015-12-18 10:55:01,4,FALSE,FALSE,FALSE
747E655B-C5E4-46B3-B65C-9232D3C9E60F,20151219,21000101,TRUE,1959-03-04 00:00:00,2015-12-20 01:04:57,13,TRUE,FALSE,FALSE
1A840ED0-403B-400A-9AAE-FA88B37E535F,20151124,21000101,FALSE,1990-06-22 00:00:00,2016-02-04 01:05:24,26,TRUE,FALSE,FALSE
4F28DD11-F682-4CBF-ABCC-9235EF3D99D2,20151125,21000101,TRUE,1986-01-30 00:00:00,2015-11-26 01:05:50,13,TRUE,FALSE,FALSE
5E64CDF3-6A03-4922-B2D2-8A5028046682,20151127,21000101,TRUE,1984-09-28 00:00:00,2015-11-28 01:04:54,13,TRUE,FALSE,FALSE
CCFDB9A0-2039-4748-A8AB-AEA2E5B11489,20151127,21000101,TRUE,1997-02-07 00:00:00,2016-07-08 01:08:01,13,TRUE,TRUE,FALSE
526B4048-E872-4DFF-A126-8687067736FD,20151127,21000101,FALSE,1998-09-25 00:00:00,2015-11-27 08:55:00,26,FALSE,FALSE,FALSE
E65401C3-EF81-4404-8B31-9DE294B6B36F,20151127,21000101,FALSE,1994-08-28 00:00:00,2016-08-12 01:22:21,4,FALSE,FALSE,FALSE
69D5B988-9733-4C81-998A-2298F1553D49,20151127,21000101,FALSE,1984-11-30 00:00:00,2015-11-27 21:55:00,2,FALSE,FALSE,FALSE
716850F9-90BD-474D-AC32-111DB2910544,20151128,21000101,TRUE,1973-09-24 00:00:00,2015-11-29 01:04:53,13,TRUE,FALSE,FALSE
2D98E043-AB9D-4987-A218-0EFD5A45A104,20151128,21000101,TRUE,1987-09-02 00:00:00,2015-11-29 01:04:53,13,TRUE,FALSE,FALSE
1A115F7E-BFEF-4668-95E8-7C3C52890110,20151128,21000101,FALSE,2001-09-11 00:00:00,2015-11-28 09:55:00,2,FALSE,FALSE,FALSE
92572177-D7B2-4566-9DE5-08435ED3979E,20151128,21000101,FALSE,1973-06-28 00:00:00,2015-11-28 16:55:00,2,FALSE,FALSE,FALSE
7E8E8FE7-EBEC-45B1-9007-9ABF3D1FE80E,20151129,21000101,FALSE,1983-06-15 00:00:00,2015-11-29 00:55:00,4,FALSE,FALSE,FALSE
24111AF8-4A82-48B1-8F4B-B93E130A6BA9,20151219,21000101,FALSE,1999-04-20 00:00:00,2015-12-19 15:55:01,19,FALSE,FALSE,FALSE
5E09D6A3-A77B-4531-9D39-450074663063,20151219,21000101,FALSE,2001-08-23 00:00:00,2015-12-19 15:55:01,26,FALSE,FALSE,FALSE
CBE9EF2E-BD82-4CB5-9EF5-408C879C1CD5,20151219,21000101,FALSE,1973-02-09 00:00:00,2015-12-19 15:55:01,26,FALSE,FALSE,FALSE
143AE7E4-E630-4B9C-BF10-C7501FC48CAE,20151219,21000101,FALSE,1990-12-23 00:00:00,2016-06-02 05:00:26,4,FALSE,FALSE,FALSE
D10A35A6-7466-4A11-B52C-F1FBEFDC4CE4,20151220,21000101,FALSE,1997-07-16 00:00:00,2015-12-20 15:55:00,26,FALSE,FALSE,FALSE
380409E2-27A2-494F-9695-C8DAE9555EB9,20151220,21000101,FALSE,1988-02-28 00:00:00,2015-12-20 19:55:00,2,FALSE,FALSE,FALSE
CEA3DDE4-3810-4B9C-8178-CF88FD9BCBAC,20151221,21000101,FALSE,1998-06-29 00:00:00,2015-12-21 09:55:00,4,FALSE,FALSE,FALSE
1A293446-8C2E-48A5-BF61-BE50A7D24078,20151222,21000101,TRUE,2000-06-16 00:00:00,2015-12-23 01:05:27,13,TRUE,FALSE,FALSE
F9AF881F-6DCA-474C-B81C-292B359B729D,20151222,21000101,TRUE,1942-07-23 00:00:00,2015-12-23 01:05:27,13,TRUE,FALSE,FALSE
91D746F0-E4B4-40A8-A886-23DEF0103940,20151222,21000101,FALSE,1994-12-02 00:00:00,2015-12-22 14:55:00,26,FALSE,FALSE,FALSE
3D3FA9D6-0649-4454-8CAA-841F956F8B9A,20151120,21000101,TRUE,1975-10-06 00:00:00,2015-11-21 01:04:45,13,TRUE,FALSE,FALSE
D741F85C-E75F-4609-81D1-713B910882AE,20151121,21000101,FALSE,1997-07-12 00:00:00,2016-08-12 01:22:21,4,FALSE,FALSE,FALSE
DB8640B5-5A4C-40AB-B537-9245070EF778,20151122,21000101,FALSE,1970-09-28 00:00:00,2015-11-22 22:55:00,4,FALSE,FALSE,FALSE
7117E703-5F68-4ABC-8392-C712B6AA55D1,20151122,21000101,FALSE,1993-03-18 00:00:00,2016-09-27 02:45:39,4,TRUE,FALSE,FALSE
0E5647C9-1088-479D-9E23-D74C8C439CDA,20151123,21000101,FALSE,1988-06-12 00:00:00,2015-11-23 13:55:00,2,FALSE,FALSE,FALSE
11B048A1-00F2-46C0-92A0-9233DDB82540,20151124,21000101,FALSE,1998-03-16 00:00:00,2015-11-24 00:55:00,4,FALSE,FALSE,FALSE
58292315-835E-4808-B668-BB804825E585,20151124,21000101,FALSE,1999-01-03 00:00:00,2015-11-24 16:55:00,19,FALSE,FALSE,FALSE
6ECC5C83-5C9C-4917-968E-928D3E54CA2A,20151211,21000101,TRUE,1974-05-09 00:00:00,2015-12-12 01:05:46,13,TRUE,FALSE,FALSE
F44E96E4-A1E0-43ED-91B1-BD6679C15DAD,20151212,21000101,FALSE,1985-06-15 00:00:00,2015-12-12 10:55:00,4,FALSE,FALSE,FALSE
7898205E-412B-4C5A-8463-478E6309BAA3,20151214,21000101,FALSE,1981-03-02 00:00:00,2015-12-14 08:55:00,4,FALSE,FALSE,FALSE
D34FAA60-4109-4058-81FF-5A5CF5DE324D,20151214,21000101,FALSE,1988-06-27 00:00:00,2015-12-14 22:55:00,4,FALSE,FALSE,FALSE
647880CF-59BD-44E6-AF30-6EF07CEBAA6A,20151215,21000101,TRUE,1996-09-23 00:00:00,2016-09-27 02:45:39,13,TRUE,TRUE,FALSE
7C145C54-BBBB-4C3A-9C62-B94E6EE71F7D,20151215,21000101,FALSE,1969-10-08 00:00:00,2015-12-15 08:55:00,4,FALSE,FALSE,FALSE
0998D458-44A2-4383-BFDA-705DE8BE7C88,20151020,21000101,FALSE,1949-07-03 00:00:00,2015-10-20 19:55:00,4,FALSE,FALSE,FALSE
EEA74B14-4399-43C4-8027-222BB514EA96,20151021,21000101,TRUE,1985-05-27 00:00:00,2016-03-30 15:03:26,13,TRUE,TRUE,FALSE
AAAD5A6A-FB4D-42FB-8803-3F86CC786CEC,20151021,21000101,FALSE,1997-08-21 00:00:00,2015-10-21 19:55:00,19,FALSE,FALSE,FALSE
525A2676-1A3E-428A-B6D7-9DEA85C39921,20151021,21000101,FALSE,1995-12-11 00:00:00,2015-10-21 20:55:00,2,FALSE,FALSE,FALSE
8408680E-1207-43BF-A917-BEB60456E33F,20151022,21000101,FALSE,2000-08-10 00:00:00,2015-10-22 19:55:00,4,FALSE,FALSE,FALSE
93922E89-D5F1-4375-ADBB-C41DF0A41450,20151023,21000101,TRUE,2000-03-27 00:00:00,2015-10-24 01:04:34,13,TRUE,FALSE,FALSE
BC7C51A3-FBC6-443D-A8B5-0320B42FA925,20151023,21000101,FALSE,1985-01-31 00:00:00,2015-10-23 12:55:00,4,FALSE,FALSE,FALSE
AE1E4D2A-0A67-4121-9014-1E0DD7244969,20151023,21000101,FALSE,1963-04-02 00:00:00,2015-10-23 20:55:00,2,FALSE,FALSE,FALSE
6F73C419-95D5-483B-BF4D-52BA6329EA00,20151023,21000101,FALSE,1986-04-20 00:00:00,2015-10-23 21:55:00,26,FALSE,FALSE,FALSE
D5BC98E4-04D6-463E-9813-BE989AF65E56,20151024,21000101,TRUE,1998-03-05 00:00:00,2015-10-25 01:04:18,13,TRUE,FALSE,FALSE
D9B78152-B516-4B48-8819-C5085BE3AE11,20151024,21000101,FALSE,1985-10-31 00:00:00,2015-10-24 10:55:00,19,FALSE,FALSE,FALSE
6788707A-13D8-41D4-934A-828B82C403DE,20151024,21000101,FALSE,1961-09-05 00:00:00,2015-10-24 15:55:00,4,FALSE,FALSE,FALSE
856D2499-96BC-4FFF-8893-BE514480CF68,20151003,21000101,FALSE,1999-01-16 00:00:00,2015-10-03 22:55:00,26,FALSE,FALSE,FALSE
1F51C008-2A4D-4237-BC28-BC4077E79663,20151004,21000101,TRUE,1993-03-18 00:00:00,2015-10-05 01:04:34,13,TRUE,FALSE,FALSE
94C0BB12-8CCF-44E0-A2C9-BCE42A7E5F9C,20151005,21000101,FALSE,2001-08-11 00:00:00,2015-10-05 21:55:00,2,FALSE,FALSE,FALSE
755C3B02-BC12-4F84-BCDE-3D020F2CB966,20151005,21000101,FALSE,1995-08-16 00:00:00,2015-11-05 01:04:04,4,TRUE,FALSE,FALSE
3A924DAC-E219-405C-A0BE-F332D97A6185,20151006,21000101,TRUE,1932-08-31 00:00:00,2015-10-07 01:04:25,13,TRUE,FALSE,FALSE
7780678D-348D-43FE-8D9A-4A7016432773,20151006,21000101,FALSE,1998-10-06 00:00:00,2015-10-06 21:55:00,19,FALSE,FALSE,FALSE
F1991A1A-B5A4-4E40-9851-38933BF1B8B3,20151006,21000101,FALSE,1969-01-11 00:00:00,2015-10-06 22:55:01,3,FALSE,FALSE,FALSE
84D1AE90-7961-4102-9D65-C45F0FF4A682,20151007,21000101,TRUE,1981-02-08 00:00:00,2017-06-08 01:43:24,13,TRUE,FALSE,FALSE
9B58D6A8-C076-4CFB-911E-9C66B016344F,20151007,21000101,TRUE,1971-12-30 00:00:00,2015-10-08 01:04:41,13,TRUE,FALSE,FALSE
F3A8C2EF-AE00-4B5F-A0DA-D1CCA52DEBD2,20151007,21000101,FALSE,1992-08-09 00:00:00,2015-10-07 13:55:00,2,FALSE,FALSE,FALSE
F14452F6-8D99-42B0-AA62-AB4680FF0440,20151009,21000101,TRUE,2000-04-28 00:00:00,2015-10-10 01:04:58,13,TRUE,FALSE,FALSE
A82E3685-5872-469F-8166-051C572789ED,20151026,21000101,FALSE,1985-10-15 00:00:00,2015-10-26 21:55:00,19,FALSE,FALSE,FALSE
71DD0000-3AD2-41BE-8B3F-7E7C5A4FF95A,20151027,21000101,FALSE,1964-06-26 00:00:00,2015-10-27 00:55:00,2,FALSE,FALSE,FALSE
04DA9DEC-4768-49B2-8477-96C1C27A049A,20151027,21000101,TRUE,1997-07-26 00:00:00,2016-03-30 15:03:26,13,TRUE,TRUE,FALSE
3FC26DB6-0748-49C1-AF49-25112806AC6F,20151027,21000101,TRUE,1974-11-18 00:00:00,2017-06-08 01:43:24,13,TRUE,FALSE,FALSE
81C0635D-6621-4DFE-A41B-37260B38F030,20151027,21000101,TRUE,1994-05-30 00:00:00,2015-10-28 01:04:50,13,TRUE,FALSE,FALSE
4D56517D-3BB9-41FA-9930-C36EE82796E5,20151027,21000101,FALSE,1999-03-21 00:00:00,2015-10-27 21:55:00,2,FALSE,FALSE,FALSE
CD5D5310-FBB0-4652-A9FB-43748E4684B5,20151028,21000101,TRUE,1978-04-04 00:00:00,2015-10-29 01:04:43,13,TRUE,FALSE,FALSE
BE871C9E-D755-4C77-9317-4B473096DF4A,20151029,21000101,FALSE,1989-11-20 00:00:00,2015-10-29 09:55:00,4,FALSE,FALSE,FALSE
2F0A6DC5-B469-4D43-80E0-2E86B7A42F5A,20151029,21000101,FALSE,1964-01-11 00:00:00,2016-08-11 01:24:31,4,FALSE,FALSE,FALSE
1DEBF719-FA63-4BB3-9102-8BB2E46A318E,20151030,21000101,FALSE,1969-08-07 00:00:00,2015-10-30 19:55:00,4,FALSE,FALSE,FALSE
92F6DA4F-FCCB-4FDA-9DF7-F673625BAF91,20151030,21000101,FALSE,1985-10-10 00:00:00,2017-10-19 01:37:00,19,FALSE,FALSE,FALSE
D98E1EC9-B095-49EC-8D4A-00838EDA5D36,20151030,21000101,FALSE,2000-09-17 00:00:00,2015-10-30 21:55:00,19,FALSE,FALSE,FALSE
4ED33E4D-289A-4C3A-8A9B-C967E2CAA81C,20150919,21000101,FALSE,1984-06-11 00:00:00,2015-09-19 19:55:00,26,FALSE,FALSE,FALSE
917707E3-CD16-4D0C-B983-2D72DCE05FAE,20150920,21000101,TRUE,1996-08-07 00:00:00,2016-03-30 15:03:26,13,TRUE,TRUE,FALSE
B0D3BBEB-F0C4-4D70-9A3B-C8C0D1FC0FE6,20150920,21000101,FALSE,1978-12-02 00:00:00,2015-09-20 09:55:00,26,FALSE,FALSE,FALSE
BA54718E-948E-49FA-9B2A-4E30FEF91ECF,20150920,20151209,FALSE,1966-09-05 00:00:00,2015-12-09 20:55:00,2,FALSE,FALSE,FALSE
719140FE-83FB-4CBD-96CE-6CD487876E73,20150920,21000101,FALSE,1990-01-04 00:00:00,2017-01-26 01:14:58,4,TRUE,FALSE,FALSE
9804544A-16AC-4C94-B8AC-DE012E75ECA1,20150920,21000101,FALSE,1998-03-28 00:00:00,2015-09-20 18:55:01,4,FALSE,FALSE,FALSE
3C9120EB-4F4C-4A78-A38D-3DE81167F6E9,20150921,21000101,FALSE,1998-04-22 00:00:00,2015-09-21 06:55:00,2,FALSE,FALSE,FALSE
49734552-46B3-4685-B51D-E275D2FCFD2B,20150921,21000101,FALSE,1994-03-04 00:00:00,2015-09-21 18:55:00,2,FALSE,FALSE,FALSE
D559BE77-5827-47AE-B5F6-C2F4AE8753E6,20150921,21000101,FALSE,1994-05-05 00:00:00,2016-08-10 01:22:26,4,FALSE,FALSE,FALSE
A8037E16-678A-4374-BF78-A8861E0E92AB,20150922,21000101,TRUE,1967-04-15 00:00:00,2015-09-23 01:08:50,13,TRUE,FALSE,FALSE
ACF1FE53-8476-4B3B-85CA-3DD7498A0F91,20150922,21000101,FALSE,1990-08-24 00:00:00,2015-09-22 08:55:00,26,FALSE,FALSE,FALSE
3D7A6D02-A652-4B74-89C9-99D9830B907A,20150922,21000101,FALSE,1981-10-16 00:00:00,2015-09-22 09:55:00,4,FALSE,FALSE,FALSE
7F4AAFA9-487C-4F83-96D4-CEBE5AC0C309,20150923,21000101,TRUE,1970-03-29 00:00:00,2015-09-24 01:08:00,13,TRUE,FALSE,FALSE
0A0BC8C9-4C6A-4838-9159-A9A31D51481A,20150923,21000101,FALSE,1953-06-27 00:00:00,2015-09-23 18:55:00,19,FALSE,FALSE,FALSE
22D0A8B1-7C8F-4A3F-9FFA-2115A7225E92,20150923,21000101,FALSE,1977-07-08 00:00:00,2015-09-23 22:55:00,26,FALSE,FALSE,FALSE
9D3FA672-54D5-4CF6-AB0A-F2312C8740A7,20150924,21000101,TRUE,1989-09-16 00:00:00,2015-10-15 01:04:47,13,TRUE,TRUE,FALSE
150D8C88-1638-4CA6-882C-D1A173774B23,20150924,21000101,TRUE,1944-12-04 00:00:00,2015-09-25 01:07:56,13,TRUE,FALSE,TRUE
437121C3-E736-4031-82E8-E89FF6D35AAB,20150924,21000101,TRUE,1946-05-16 00:00:00,2015-09-25 01:07:56,13,TRUE,FALSE,FALSE
B538AE4C-A8E8-49C8-A4A4-7573C48ED58D,20151110,21000101,FALSE,1991-03-28 00:00:00,2015-11-10 18:55:00,2,FALSE,FALSE,FALSE
E6CE93B6-5006-420C-BA01-50939AD65E45,20151111,21000101,TRUE,1975-03-02 00:00:00,2015-11-12 01:04:05,13,TRUE,FALSE,FALSE
65C6779C-F960-4968-90B2-E6A6AB28934D,20151112,21000101,FALSE,1997-04-09 00:00:00,2016-07-30 01:17:22,4,TRUE,FALSE,FALSE
BBEF85CE-F61F-45D5-A365-540F4B9CA917,20151112,21000101,FALSE,1976-03-23 00:00:00,2015-11-12 19:55:00,4,FALSE,FALSE,FALSE
D9392460-C02A-415F-92A1-FB187525A705,20151113,21000101,TRUE,1993-10-17 00:00:00,2015-11-14 01:04:16,13,TRUE,FALSE,FALSE
B8897EC8-A807-4113-BE51-76A2801CAE00,20151031,21000101,TRUE,1988-01-07 00:00:00,2017-06-08 01:43:24,13,TRUE,FALSE,FALSE
89FEAFCB-03F7-48B9-BAF4-7D4232AEDE34,20151031,21000101,TRUE,1950-03-18 00:00:00,2015-11-01 01:04:22,13,TRUE,FALSE,FALSE
FE626168-24A0-47D8-B873-DF4A83193C27,20151031,21000101,FALSE,1977-05-17 00:00:00,2015-10-31 21:55:00,19,FALSE,FALSE,FALSE
7B3A65F8-8171-41FD-BA24-62D0DBCC25B8,20151101,21000101,FALSE,1973-01-18 00:00:00,2015-11-01 11:55:00,4,FALSE,FALSE,FALSE
C6026E8D-BC14-4C43-94BA-3DA6D4B7F719,20151101,21000101,FALSE,1982-10-06 00:00:00,2015-11-01 15:55:00,2,FALSE,FALSE,FALSE
70ED4056-9A64-4E3A-A561-D6E5DBA89A64,20151101,21000101,FALSE,1973-01-06 00:00:00,2015-11-01 16:55:00,2,FALSE,FALSE,FALSE
43035230-71C9-4615-8914-F157B0AC4A2E,20151101,21000101,FALSE,1970-01-16 00:00:00,2015-11-01 17:55:00,4,FALSE,FALSE,FALSE
3290FAE1-7EAC-4B61-92AB-0655A566D0A1,20151102,21000101,FALSE,1980-06-25 00:00:00,2015-11-02 10:55:00,26,FALSE,FALSE,FALSE
EAFE2434-0956-4821-894F-6441B8383D92,20151103,21000101,TRUE,1994-08-15 00:00:00,2015-11-04 01:04:28,13,TRUE,FALSE,FALSE
C1DB9703-01C4-4CF8-A901-48F61087E092,20151104,21000101,TRUE,1990-06-11 00:00:00,2017-06-08 01:43:24,13,TRUE,FALSE,FALSE
C3493190-0C71-44CA-82A5-6FE538873335,20151105,21000101,FALSE,1966-03-01 00:00:00,2015-11-05 16:55:00,2,FALSE,FALSE,FALSE
427F88BB-FDA3-4053-8B96-A1B8B6B0A57B,20151105,21000101,FALSE,1972-05-25 00:00:00,2015-11-05 16:55:00,2,FALSE,FALSE,FALSE
4EE5F188-78B1-481A-A850-EF4102412A11,20150915,21000101,FALSE,1951-10-23 00:00:00,2016-08-10 01:22:26,4,FALSE,FALSE,FALSE
70F356FE-9511-4E9D-992B-E095C851510D,20150916,21000101,TRUE,1963-04-15 00:00:00,2015-09-17 01:07:42,13,TRUE,FALSE,FALSE
1B426523-9092-49C2-A06D-ECE4EC4D3521,20150916,21000101,TRUE,1995-09-20 00:00:00,2016-03-30 15:03:26,13,TRUE,TRUE,FALSE
6385C796-4907-4217-B592-6F7EEE3AB41B,20150917,21000101,FALSE,1973-07-31 00:00:00,2015-09-17 20:55:00,4,FALSE,FALSE,FALSE
D4C7BBF5-50B9-445D-B09D-361F12A4957B,20150918,21000101,FALSE,1983-12-29 00:00:00,2015-09-18 12:55:00,26,FALSE,FALSE,FALSE
